image,label,nanophase_iron_darkening_anomaly,agglutinate_glass_anomaly,reflectance_anomaly_score,mean_grain_size_microns
images/regolith_train_00369.jpg,3,-0.182052,-0.166274,-0.403975,219.44
images/regolith_train_00370.jpg,2,0.401551,-0.202215,-0.606642,330.25
images/regolith_train_00371.jpg,1,0.158053,0.150491,-0.378215,570.07
images/regolith_train_00372.jpg,3,-0.153032,0.134313,-0.257735,184.19
images/regolith_train_00373.jpg,2,0.273855,0.415405,-0.570763,470.76
images/regolith_train_00374.jpg,1,0.253287,0.029211,-0.386651,564.23
images/regolith_train_00375.jpg,2,0.504622,0.336311,-0.722359,316.37
images/regolith_train_00376.jpg,3,-0.095609,0.286093,-0.748395,371.02
images/regolith_train_00377.jpg,0,0.348048,0.149994,0.065381,567.51
images/regolith_train_00378.jpg,3,-0.174933,0.042722,-0.229331,208.44
images/regolith_train_00379.jpg,3,0.179694,0.324481,-0.596495,201.93
images/regolith_train_00380.jpg,1,-0.423619,0.112064,0.352375,591.22
images/regolith_train_00381.jpg,2,0.336783,0.287384,-0.603356,422.67
images/regolith_train_00382.jpg,1,-0.184578,-0.234227,0.023696,610.73
images/regolith_train_00383.jpg,1,-0.100583,-0.285739,0.104531,551.89
images/regolith_train_00384.jpg,2,-0.064315,-0.149606,-0.099207,301.72
images/regolith_train_00385.jpg,3,0.030359,0.222921,-0.424265,127.39
images/regolith_train_00386.jpg,0,0.085264,0.524637,0.23872,629.76
images/regolith_train_00387.jpg,1,0.439197,0.245253,-0.545901,540.35
images/regolith_train_00388.jpg,3,0.379031,0.153174,-0.779787,236.98
images/regolith_train_00389.jpg,1,0.466109,0.053496,-0.535096,565.43
images/regolith_train_00390.jpg,1,-0.22957,0.07783,0.134442,613.2
images/regolith_train_00391.jpg,0,0.089625,0.119379,0.088045,726.01
images/regolith_train_00392.jpg,1,-0.449258,0.111576,0.42074,507.07
images/regolith_train_00393.jpg,0,0.18151,-0.160968,0.077016,637.82
images/regolith_train_00394.jpg,3,-0.418658,-0.185195,-0.044398,150.56
images/regolith_train_00395.jpg,0,0.117133,-0.010879,0.206936,614.22
images/regolith_train_00396.jpg,2,0.267732,0.025767,-0.345245,291.59
images/regolith_train_00397.jpg,3,0.044178,-0.349389,-0.661015,212.15
images/regolith_train_00398.jpg,0,-0.213602,0.478842,0.245614,786.19
images/regolith_train_00399.jpg,3,0.224961,-0.051369,-0.725428,251.13
images/regolith_train_00400.jpg,2,0.175454,0.207931,-0.362245,286.12
images/regolith_train_00401.jpg,2,-0.463592,0.564074,0.079882,472.91
images/regolith_train_00402.jpg,2,0.374441,0.409966,-0.57565,358.59
images/regolith_train_00403.jpg,0,-0.199432,-0.008796,0.506684,625.41
images/regolith_train_00404.jpg,3,0.07909,0.390982,-0.576302,262.6
images/regolith_train_00405.jpg,2,0.338262,0.038332,-0.575956,382.34
images/regolith_train_00406.jpg,1,-0.081839,0.373252,0.020637,602.22
images/regolith_train_00407.jpg,0,0.065707,-0.185711,0.311564,595.91
images/regolith_train_00408.jpg,0,-0.199403,0.018987,0.343067,665.39
images/regolith_train_00409.jpg,2,-0.060777,0.668116,-0.25971,398.16
images/regolith_train_00410.jpg,2,0.302078,-0.15931,-0.790941,437.07
images/regolith_train_00411.jpg,2,0.011859,-0.069941,-0.396234,338.68
images/regolith_train_00412.jpg,0,-0.26082,0.352688,0.273266,741.44
images/regolith_train_00413.jpg,2,-0.065978,0.261633,-0.282712,387.63
images/regolith_train_00414.jpg,1,0.20115,-0.412968,-0.09187,427.38
images/regolith_train_00415.jpg,2,-0.027815,-0.134442,-0.206389,308.79
images/regolith_train_00416.jpg,0,0.153904,-0.073049,0.163799,643.59
images/regolith_train_00417.jpg,3,-0.337758,-0.024202,-0.092371,226.72
images/regolith_train_00418.jpg,0,-0.323882,0.094453,0.676129,552.6
images/regolith_train_00419.jpg,3,-0.107603,-0.230491,-0.2158,156.82
images/regolith_train_00420.jpg,0,0.278391,0.015069,0.120004,600.43
images/regolith_train_00421.jpg,1,-0.294553,0.339316,0.446112,388.28
images/regolith_train_00422.jpg,1,0.166547,-0.285666,-0.231012,531.58
images/regolith_train_00423.jpg,2,0.531495,0.048001,-0.919191,395.13
images/regolith_train_00424.jpg,0,0.119594,-0.237329,0.126538,658.69
images/regolith_train_00425.jpg,3,0.180492,0.002817,-0.517846,125.67
images/regolith_train_00426.jpg,3,0.240922,0.338699,-0.729649,255.33
images/regolith_train_00427.jpg,1,-0.329486,-0.109313,0.133766,565.36
images/regolith_train_00428.jpg,1,0.010598,-0.06626,-0.086936,531.92
images/regolith_train_00429.jpg,3,0.243853,0.436215,-0.792484,269.04
images/regolith_train_00430.jpg,1,-0.073611,-0.252019,0.061678,514.68
images/regolith_train_00431.jpg,2,-0.16348,-0.044231,-0.145391,378.05
images/regolith_train_00432.jpg,0,-0.249527,0.139292,0.4666,629.82
images/regolith_train_00433.jpg,2,0.166288,-0.225779,-0.526488,385.4
images/regolith_train_00434.jpg,2,-0.379847,0.494152,0.132917,314.44
images/regolith_train_00435.jpg,0,-0.052054,0.280075,0.472082,564.55
images/regolith_train_00436.jpg,1,0.123789,0.388232,-0.240659,625.33
images/regolith_train_00437.jpg,0,0.25829,0.056138,-0.149118,746.07
images/regolith_train_00438.jpg,1,-0.150109,0.05676,0.069668,615.75
images/regolith_train_00439.jpg,1,0.234244,-0.040777,-0.258606,504.86
images/regolith_train_00440.jpg,3,0.148962,0.205037,-0.666625,189.7
images/regolith_train_00441.jpg,2,-0.055383,-0.153687,-0.243268,356.52
images/regolith_train_00442.jpg,3,-0.050312,0.178702,-0.461669,253.4
images/regolith_train_00443.jpg,1,-0.06459,-0.18973,0.058516,522.78
images/regolith_train_00444.jpg,0,0.191705,-0.070709,0.194286,587.77
images/regolith_train_00445.jpg,3,0.281419,-0.080497,-0.890279,288.36
images/regolith_train_00446.jpg,2,-0.186448,0.480097,-0.053281,350.36
images/regolith_train_00447.jpg,0,-0.195469,0.095894,0.370166,713.16
images/regolith_train_00448.jpg,3,0.313612,-0.364738,-0.809793,207.57
images/regolith_train_00449.jpg,3,-0.10701,0.033588,-0.349331,116.65
images/regolith_train_00450.jpg,3,-0.13818,0.250214,-0.422584,268.03
images/regolith_train_00451.jpg,2,0.162081,0.528716,-0.29352,280.64
images/regolith_train_00452.jpg,1,0.052224,0.095369,-0.032625,554.75
images/regolith_train_00453.jpg,1,0.495008,0.458805,-0.449516,542.08
images/regolith_train_00454.jpg,0,0.165451,0.268992,-0.04919,750.77
images/regolith_train_00455.jpg,2,-0.177992,-0.182513,0.145324,262.81
images/regolith_train_00456.jpg,1,0.498165,-0.005583,-0.495587,557.08
images/regolith_train_00457.jpg,2,0.029062,0.247829,-0.287243,333.15
images/regolith_train_00458.jpg,0,0.283245,0.229764,-0.019641,646.6
images/regolith_train_00459.jpg,1,-0.250029,-0.084438,-0.050905,687.26
images/regolith_train_00460.jpg,2,0.4108,-0.325846,-0.824141,419.44
images/regolith_train_00461.jpg,2,0.074422,-0.128284,-0.462271,412.7
images/regolith_train_00462.jpg,3,0.183978,-0.166889,-0.779598,372.64
images/regolith_train_00463.jpg,2,0.070068,-0.4102,-0.191471,296.1
images/regolith_train_00464.jpg,1,0.591986,-0.082193,-0.625829,496.06
images/regolith_train_00465.jpg,3,0.279422,0.152379,-0.714649,239.47
images/regolith_train_00466.jpg,2,0.127162,0.077021,-0.537686,383.64
images/regolith_train_00467.jpg,2,-0.250041,-0.239203,-0.148576,433.99
images/regolith_train_00468.jpg,1,-0.417697,-0.159435,0.243345,528.64
images/regolith_train_00469.jpg,0,-0.064404,0.014823,0.27285,709.23
images/regolith_train_00470.jpg,2,-0.195549,0.316921,-0.044909,327.18
images/regolith_train_00471.jpg,2,0.244836,0.155433,-0.323958,344.31
images/regolith_train_00472.jpg,2,0.467702,-0.183189,-0.703601,354.6
images/regolith_train_00473.jpg,3,-0.147148,0.063474,-0.559485,239.19
images/regolith_train_00474.jpg,2,0.137149,-0.080991,-0.429447,374.5
images/regolith_train_00475.jpg,1,0.104755,-0.058621,-0.011986,471.87
images/regolith_train_00476.jpg,1,0.272823,-0.100264,-0.460504,615.18
images/regolith_train_00477.jpg,0,0.038025,0.139125,0.216658,618.06
images/regolith_train_00478.jpg,3,-0.300141,-0.071193,-0.239516,211.39
images/regolith_train_00479.jpg,1,0.149793,-0.153984,-0.16661,551.15
images/regolith_train_00480.jpg,1,-0.366434,-0.349415,0.327834,450.01
images/regolith_train_00481.jpg,3,-0.177508,0.062233,-0.3281,207.72
images/regolith_train_00482.jpg,3,0.12908,0.259095,-0.864931,326.2
images/regolith_train_00483.jpg,3,-0.174292,0.217244,-0.38203,351.48
images/regolith_train_00484.jpg,0,0.272775,-0.122467,-0.043596,673.86
images/regolith_train_00485.jpg,1,-0.284825,-0.012969,0.213175,574.87
images/regolith_train_00486.jpg,0,0.301925,0.470152,-0.126668,654.31
images/regolith_train_00487.jpg,0,-0.174534,-0.194062,0.543771,684.97
images/regolith_train_00488.jpg,0,0.066802,0.267086,0.019404,686.17
images/regolith_train_00489.jpg,1,0.39296,-0.011184,-0.439813,558.4
images/regolith_train_00490.jpg,1,0.460451,0.275014,-0.332131,497.75
images/regolith_train_00491.jpg,0,-0.180669,-0.335249,0.195905,761.38
images/regolith_train_00492.jpg,1,-0.235624,0.376195,0.136804,500.6
images/regolith_train_00493.jpg,2,0.453994,-0.013656,-0.79865,369.62
images/regolith_train_00494.jpg,3,0.082157,0.375776,-0.635567,196.08
images/regolith_train_00495.jpg,2,-0.322052,-0.196968,0.067431,308.3
images/regolith_train_00496.jpg,1,-0.098539,0.209322,0.074093,589.01
images/regolith_train_00497.jpg,1,0.506888,0.293938,-0.468046,530.38
images/regolith_train_00498.jpg,1,-0.009414,0.494212,-0.167978,605.67
images/regolith_train_00499.jpg,2,-0.008699,0.578821,-0.22069,401.75
images/regolith_train_00500.jpg,2,-0.405427,0.078999,0.159205,306.03
images/regolith_train_00501.jpg,2,-0.253845,0.639438,-0.04557,379.87
images/regolith_train_00502.jpg,3,-0.119258,-0.248631,-0.214987,192.7
images/regolith_train_00503.jpg,3,0.183717,0.276491,-0.387439,100.76
images/regolith_train_00504.jpg,0,-0.15917,0.148476,0.345931,703.35
images/regolith_train_00505.jpg,2,0.451554,-0.438509,-0.467582,269.98
images/regolith_train_00506.jpg,0,-0.177405,-0.032273,0.347142,715.29
images/regolith_train_00507.jpg,0,0.499801,0.202006,-0.471682,800.0
images/regolith_train_00508.jpg,3,0.217165,-0.072246,-0.69746,244.42
images/regolith_train_00509.jpg,2,0.36104,0.346876,-0.659065,368.78
images/regolith_train_00510.jpg,2,0.159363,-0.084398,-0.325768,322.6
images/regolith_train_00511.jpg,3,-0.189531,0.095117,-0.333808,258.0
images/regolith_train_00512.jpg,3,-0.253163,-0.197555,-0.336499,251.2
images/regolith_train_00513.jpg,0,0.489748,-0.021144,-0.344227,729.49
images/regolith_train_00514.jpg,2,-0.233443,-0.012463,-0.035141,375.11
images/regolith_train_00515.jpg,3,-0.235297,0.048624,-0.197083,176.59
images/regolith_train_00516.jpg,1,-0.260278,-0.063644,0.191319,550.03
images/regolith_train_00517.jpg,1,-0.087826,0.236603,0.132271,546.9
images/regolith_train_00518.jpg,0,-0.13456,-0.016947,0.374479,687.41
images/regolith_train_00519.jpg,0,0.083577,0.082591,0.262214,646.41
images/regolith_train_00520.jpg,2,0.455159,-0.002399,-0.705458,328.74
images/regolith_train_00521.jpg,1,-0.39555,-0.147341,0.227857,534.34
images/regolith_train_00522.jpg,0,0.33204,-0.157091,-0.019562,698.69
images/regolith_train_00523.jpg,3,0.010315,-0.186777,-0.464177,189.04
images/regolith_train_00524.jpg,0,0.339903,0.434828,-0.115217,739.13
images/regolith_train_00525.jpg,3,0.055445,0.333189,-0.666579,253.94
images/regolith_train_00526.jpg,2,-0.288289,0.131041,-0.140877,440.03
images/regolith_train_00527.jpg,3,-0.194606,0.166238,-0.322698,177.37
images/regolith_train_00528.jpg,1,-0.320278,0.171933,0.313488,508.84
images/regolith_train_00529.jpg,2,-0.05041,-0.175876,-0.152653,262.39
images/regolith_train_00530.jpg,1,0.2776,-0.307324,-0.338409,511.5
images/regolith_train_00531.jpg,0,0.383668,-0.183964,-0.166245,643.66
images/regolith_train_00532.jpg,3,-0.141312,0.271911,-0.295248,239.76
images/regolith_train_00533.jpg,2,-0.3236,0.310948,0.088298,291.88
images/regolith_train_00534.jpg,1,0.338993,-0.196303,-0.389856,524.07
images/regolith_train_00535.jpg,0,-0.024297,0.343223,0.288926,563.05
images/regolith_train_00536.jpg,0,0.387515,-0.18692,0.025418,576.97
images/regolith_train_00537.jpg,1,0.00728,0.446611,0.015256,543.69
images/regolith_train_00538.jpg,3,-0.019849,0.386275,-0.356934,193.69
images/regolith_train_00539.jpg,3,-0.270528,-0.382022,-0.30024,230.12
images/regolith_train_00540.jpg,3,0.202385,-0.09374,-0.529796,143.64
images/regolith_train_00541.jpg,3,0.353416,0.118836,-0.764612,226.92
images/regolith_train_00542.jpg,2,0.133744,0.195497,-0.255975,326.64
images/regolith_train_00543.jpg,0,-0.030521,0.307336,0.242844,707.08
images/regolith_train_00544.jpg,3,-0.299683,-0.086776,-0.245972,251.06
images/regolith_train_00545.jpg,3,0.125502,0.024462,-0.74509,268.27
images/regolith_train_00546.jpg,3,0.164755,0.033776,-0.427857,97.26
images/regolith_train_00547.jpg,0,0.007371,-0.302222,0.160045,704.97
images/regolith_train_00548.jpg,3,-0.335565,0.410129,-0.236442,263.61
images/regolith_train_00549.jpg,0,-0.003165,0.356315,0.144654,733.9
images/regolith_train_00550.jpg,1,-0.163039,0.522574,0.158374,508.79
images/regolith_train_00551.jpg,0,0.238999,-0.203923,0.216548,583.19
images/regolith_train_00552.jpg,3,0.03248,0.139845,-0.500607,230.85
images/regolith_train_00553.jpg,0,0.034847,0.11468,0.191375,668.16
images/regolith_train_00554.jpg,0,0.197551,0.014224,0.002003,667.24
images/regolith_train_00555.jpg,0,-0.12925,0.220782,0.279173,641.24
images/regolith_train_00556.jpg,2,-0.193625,-0.175838,0.012987,380.73
images/regolith_train_00557.jpg,2,-0.440928,-0.227239,0.315465,344.55
images/regolith_train_00558.jpg,2,-0.352799,0.049916,-0.079335,422.04
images/regolith_train_00559.jpg,0,-0.004875,0.109384,0.27636,676.8
images/regolith_train_00560.jpg,0,0.074543,0.252515,0.312754,574.88
images/regolith_train_00561.jpg,1,-0.148817,0.186175,0.174887,498.66
images/regolith_train_00562.jpg,3,-0.138517,0.295033,-0.348733,189.63
images/regolith_train_00563.jpg,3,0.098799,0.070726,-0.736818,272.5
images/regolith_train_00564.jpg,1,-0.157673,-0.465136,0.052794,555.83
images/regolith_train_00565.jpg,3,-0.170858,0.359157,-0.254138,158.86
images/regolith_train_00566.jpg,0,0.148821,-0.140601,0.369759,609.57
images/regolith_train_00567.jpg,0,0.352063,0.077346,0.054965,565.54
images/regolith_train_00568.jpg,2,0.490053,-0.034888,-0.678077,397.56
images/regolith_train_00569.jpg,0,-0.058878,-0.074624,0.053343,763.07
images/regolith_train_00570.jpg,3,0.074605,0.318683,-0.583291,265.7
images/regolith_train_00571.jpg,0,-0.122601,0.262264,0.375881,677.31
images/regolith_train_00572.jpg,0,0.254576,0.080771,0.109032,588.79
images/regolith_train_00573.jpg,2,-0.210599,-0.083649,-0.00846,329.56
images/regolith_train_00574.jpg,3,-0.173846,-0.069361,-0.324216,253.02
images/regolith_train_00575.jpg,3,-0.002031,-0.105874,-0.322997,124.03
images/regolith_train_00576.jpg,3,0.097571,0.04256,-0.735614,242.26
images/regolith_train_00577.jpg,3,-0.047664,-0.34626,-0.554661,273.32
images/regolith_train_00578.jpg,3,0.31452,0.275966,-1.0,364.71
images/regolith_train_00579.jpg,3,-0.083097,-0.056672,-0.337418,161.91
images/regolith_train_00580.jpg,1,-0.062048,-0.124922,-0.125569,599.92
images/regolith_train_00581.jpg,1,-0.325214,-0.339261,0.254011,538.77
images/regolith_train_00582.jpg,2,0.110756,0.059083,-0.411404,337.41
images/regolith_train_00583.jpg,3,-0.261375,0.012749,-0.416498,232.59
images/regolith_train_00584.jpg,1,-0.251962,-0.058858,0.268952,461.22
images/regolith_train_00585.jpg,3,0.261366,0.195622,-0.641045,220.53
images/regolith_train_00586.jpg,1,-0.161402,-0.185124,0.07403,631.67
images/regolith_train_00587.jpg,2,0.134443,-0.125927,-0.161559,243.3
images/regolith_train_00588.jpg,2,-0.223884,-0.261556,0.188073,240.2
images/regolith_train_00589.jpg,1,0.222187,-0.066271,-0.302052,581.09
images/regolith_train_00590.jpg,0,-0.069537,0.02396,0.291597,625.45
images/regolith_train_00591.jpg,0,-0.045671,-0.115919,0.210782,687.93
images/regolith_train_00592.jpg,3,0.075731,0.002479,-0.62431,237.34
images/regolith_train_00593.jpg,1,0.129021,-0.195648,-0.228983,579.96
images/regolith_train_00594.jpg,3,-0.273668,0.067086,-0.064699,212.69
images/regolith_train_00595.jpg,2,-0.36968,0.012625,0.207641,269.88
images/regolith_train_00596.jpg,0,0.44713,0.071598,-0.277732,689.42
images/regolith_train_00597.jpg,3,0.151856,0.278409,-0.580796,181.32
images/regolith_train_00598.jpg,3,0.332882,0.011252,-0.747385,190.25
images/regolith_train_00599.jpg,0,0.389818,0.188002,-0.157819,598.42
images/regolith_train_00600.jpg,3,-0.410169,-0.056982,-0.27433,291.39
images/regolith_train_00601.jpg,0,0.410317,0.032749,-0.170037,598.75
images/regolith_train_00602.jpg,3,0.156469,0.155182,-0.602597,263.47
images/regolith_train_00603.jpg,0,-0.141517,-0.257104,0.298539,756.4
images/regolith_train_00604.jpg,2,-0.145774,-0.110646,-0.159856,437.49
images/regolith_train_00605.jpg,2,-0.336677,0.001773,0.235776,327.81
images/regolith_train_00606.jpg,0,0.021049,0.091049,0.141425,742.9
images/regolith_train_00607.jpg,2,-0.330358,0.50752,-0.200959,437.36
images/regolith_train_00608.jpg,2,0.117662,0.367486,-0.372488,421.51
images/regolith_train_00609.jpg,1,0.218782,-0.02274,-0.437578,636.21
images/regolith_train_00610.jpg,2,-0.440847,0.109551,0.203321,292.11
images/regolith_train_00611.jpg,3,-0.300066,-0.182215,-0.265201,304.58
images/regolith_train_00612.jpg,0,-0.227484,-0.035358,0.294109,767.69
images/regolith_train_00613.jpg,3,0.333566,-0.140536,-0.933969,281.87
images/regolith_train_00614.jpg,2,-0.028078,0.216868,-0.263249,402.37
images/regolith_train_00615.jpg,0,0.337978,0.099388,-0.209057,695.62
images/regolith_train_00616.jpg,0,0.050539,-0.07413,0.121868,665.69
images/regolith_train_00617.jpg,2,0.202766,-0.218836,-0.447314,282.45
images/regolith_train_00618.jpg,0,-0.159514,0.278813,0.323179,695.74
images/regolith_train_00619.jpg,0,0.163431,0.091024,0.228767,582.26
images/regolith_train_00620.jpg,3,-0.250208,0.059362,-0.314765,181.11
images/regolith_train_00621.jpg,1,-0.262126,-0.138955,0.184544,563.63
images/regolith_train_00622.jpg,3,-0.066026,-0.167383,-0.434171,186.71
images/regolith_train_00623.jpg,2,0.183467,-0.022761,-0.459746,336.87
images/regolith_train_00624.jpg,3,-0.081398,0.284044,-0.463218,271.91
images/regolith_train_00625.jpg,2,-0.394799,-0.13689,0.033712,369.56
images/regolith_train_00626.jpg,2,0.017442,0.461608,-0.195579,396.26
images/regolith_train_00627.jpg,1,0.520229,0.028619,-0.343325,467.39
images/regolith_train_00628.jpg,1,0.440753,-0.086609,-0.537973,565.89
images/regolith_train_00629.jpg,2,-0.321922,-0.300532,0.07127,309.37
images/regolith_train_00630.jpg,2,0.338982,0.041874,-0.580624,326.63
images/regolith_train_00631.jpg,3,-0.110107,-0.085394,-0.502863,256.87
images/regolith_train_00632.jpg,1,-0.191999,0.156357,0.217997,458.79
images/regolith_train_00633.jpg,3,-0.346397,0.106695,-0.321569,328.86
images/regolith_train_00634.jpg,3,0.107192,0.124244,-0.553224,140.31
images/regolith_train_00635.jpg,1,0.438261,0.445642,-0.400126,580.22
images/regolith_train_00636.jpg,1,0.134655,0.471687,-0.137807,489.65
images/regolith_train_00637.jpg,0,0.246056,0.030961,-0.004767,683.64
images/regolith_train_00638.jpg,2,0.47115,0.408161,-0.648646,372.46
images/regolith_train_00639.jpg,3,-0.24102,0.36136,-0.238268,217.95
images/regolith_train_00640.jpg,3,0.010968,0.001246,-0.507514,222.4
images/regolith_train_00641.jpg,2,0.116387,0.406267,-0.364455,349.75
images/regolith_train_00642.jpg,3,0.266842,-0.223339,-0.667966,245.27
images/regolith_train_00643.jpg,2,0.469504,-0.427833,-0.603894,303.8
images/regolith_train_00644.jpg,0,-0.0432,-0.053131,0.478934,546.42
images/regolith_train_00645.jpg,2,-0.219021,0.471778,0.047498,308.87
images/regolith_train_00646.jpg,2,0.080125,-0.168884,-0.39529,380.59
images/regolith_train_00647.jpg,2,-0.088152,-0.092382,-0.500576,492.15
images/regolith_train_00648.jpg,2,-0.332536,0.232378,-0.008821,470.88
images/regolith_train_00649.jpg,1,-0.057031,0.435472,-0.158203,585.34
images/regolith_train_00650.jpg,0,0.350428,0.057833,-0.275239,800.0
images/regolith_train_00651.jpg,1,-0.315423,0.085262,0.355113,481.74
images/regolith_train_00652.jpg,1,-0.432352,-0.332349,0.330183,620.75
images/regolith_train_00653.jpg,3,0.140651,0.069601,-0.790027,274.46
images/regolith_train_00654.jpg,0,-0.268119,-0.14383,0.250078,800.0
images/regolith_train_00655.jpg,2,0.42842,0.450047,-0.68604,409.25
images/regolith_train_00656.jpg,3,0.212072,0.237641,-0.674935,218.08
images/regolith_train_00657.jpg,1,0.055793,0.327342,-0.250743,649.61
images/regolith_train_00658.jpg,0,-0.290141,0.071674,0.416474,729.7
images/regolith_train_00659.jpg,0,-0.091249,0.36526,0.53431,550.74
images/regolith_train_00660.jpg,0,-0.142579,0.238069,0.656724,588.83
images/regolith_train_00661.jpg,0,0.088842,0.149239,-0.06436,773.98
images/regolith_train_00662.jpg,0,-0.213268,0.201156,0.286011,740.87
images/regolith_train_00663.jpg,1,-0.335229,0.142743,0.273628,526.55
images/regolith_train_00664.jpg,2,0.177535,-0.039195,-0.560761,373.29
images/regolith_train_00665.jpg,1,0.411988,-0.318052,-0.571407,564.3
images/regolith_train_00666.jpg,0,-0.325009,0.136624,0.631323,560.21
images/regolith_train_00667.jpg,1,0.514484,-0.077116,-0.603601,559.06
images/regolith_train_00668.jpg,0,0.058232,0.169632,0.114753,648.46
images/regolith_train_00669.jpg,2,0.452714,0.016336,-0.750944,389.79
images/regolith_train_00670.jpg,3,-0.211682,-0.018668,-0.337358,216.31
images/regolith_train_00671.jpg,1,-0.285503,0.161574,0.031809,651.07
images/regolith_train_00672.jpg,2,-0.397447,0.209477,0.311029,312.03
images/regolith_train_00673.jpg,1,-0.210195,0.134007,0.169157,498.36
images/regolith_train_00674.jpg,0,0.107101,-0.189805,0.251488,581.34
images/regolith_train_00675.jpg,2,-0.264685,0.24368,-0.216458,483.14
images/regolith_train_00676.jpg,1,0.516068,0.39657,-0.500518,598.23
images/regolith_train_00677.jpg,2,0.172485,-0.351519,-0.620487,487.04
images/regolith_train_00678.jpg,1,0.12648,-0.340848,-0.237939,642.44
images/regolith_train_00679.jpg,1,-0.022165,0.113774,-0.191688,569.7
images/regolith_train_00680.jpg,1,0.26473,0.273983,-0.349821,545.1
images/regolith_train_00681.jpg,2,-0.21269,0.315537,-0.061955,317.87
images/regolith_train_00682.jpg,0,0.238917,0.067846,-0.140136,714.37
images/regolith_train_00683.jpg,0,0.268045,0.304474,0.166425,622.35
images/regolith_train_00684.jpg,2,0.37801,-0.244616,-0.818794,371.88
images/regolith_train_00685.jpg,2,-0.468122,0.38188,0.139014,446.46
images/regolith_train_00686.jpg,3,-0.226739,0.042003,-0.359194,236.74
images/regolith_train_00687.jpg,2,-0.015331,-0.045423,-0.292381,352.67
images/regolith_train_00688.jpg,3,0.050748,0.325866,-0.56412,191.48
images/regolith_train_00689.jpg,3,-0.106065,-0.074047,-0.498097,255.05
images/regolith_train_00690.jpg,2,0.147924,-0.257723,-0.466199,344.03
images/regolith_train_00691.jpg,1,0.275426,-0.115946,-0.444159,577.75
images/regolith_train_00692.jpg,1,0.124268,0.079333,-0.128253,516.58
images/regolith_train_00693.jpg,1,-0.401643,0.197165,0.326722,598.6
images/regolith_train_00694.jpg,1,-0.290308,-0.301952,0.245696,573.42
images/regolith_train_00695.jpg,0,-0.2343,-0.09286,0.259788,710.32
images/regolith_train_00696.jpg,2,0.370154,0.487339,-0.737984,373.63
images/regolith_train_00697.jpg,3,0.270134,-0.006518,-0.837528,329.2
images/regolith_train_00698.jpg,2,-0.102053,-0.228019,-0.250277,436.29
images/regolith_train_00699.jpg,0,0.2877,0.358922,-0.113152,653.0
images/regolith_train_00700.jpg,0,0.32407,0.376058,-0.115493,705.9
images/regolith_train_00701.jpg,1,0.328337,-0.262158,-0.401742,520.54
images/regolith_train_00702.jpg,1,0.197692,0.243571,-0.202506,526.23
images/regolith_train_00703.jpg,3,-0.002802,-0.13318,-0.412963,189.89
images/regolith_train_00704.jpg,3,-0.213607,0.064323,-0.244056,147.47
images/regolith_train_00705.jpg,1,0.585449,-0.094093,-0.539699,466.59
images/regolith_train_00706.jpg,0,0.328329,0.209166,-0.175413,703.99
images/regolith_train_00707.jpg,0,0.404461,0.05907,-0.314431,738.02
images/regolith_train_00708.jpg,2,-0.027383,-0.251201,-0.416554,494.28
images/regolith_train_00709.jpg,1,0.050726,0.415364,-0.046108,501.88
images/regolith_train_00710.jpg,3,0.187117,0.194823,-0.760964,225.1
images/regolith_train_00711.jpg,2,-0.386441,-0.346431,0.103556,335.26
images/regolith_train_00712.jpg,0,0.015718,0.533783,0.204618,685.36
images/regolith_train_00713.jpg,0,-0.146988,0.154102,0.3191,627.74
images/regolith_train_00714.jpg,2,-0.281698,-0.119181,0.134454,282.66
images/regolith_train_00715.jpg,3,0.075667,-0.015566,-0.575096,190.72
images/regolith_train_00716.jpg,3,-0.032869,0.076343,-0.460528,178.81
images/regolith_train_00717.jpg,0,-0.044882,-0.183972,0.209703,680.21
images/regolith_train_00718.jpg,1,0.182892,0.242494,-0.42156,581.95
images/regolith_train_00719.jpg,2,0.190183,0.054085,-0.473378,409.41
images/regolith_train_00720.jpg,0,0.426122,0.39269,-0.360846,800.0
images/regolith_train_00721.jpg,1,-0.14841,0.088747,0.203822,507.01
images/regolith_train_00722.jpg,0,-0.237135,0.074806,0.382454,671.29
images/regolith_train_00723.jpg,2,0.483799,-0.111025,-0.765322,430.79
images/regolith_train_00724.jpg,2,0.392409,0.262268,-0.655615,353.3
images/regolith_train_00725.jpg,1,-0.429465,0.011518,0.234844,596.16
images/regolith_train_00726.jpg,0,0.275056,0.239419,-0.032249,634.16
images/regolith_train_00727.jpg,3,-0.44278,-0.330383,-0.096827,292.08
images/regolith_train_00728.jpg,0,0.241404,0.083042,-0.017248,722.24
images/regolith_train_00729.jpg,2,-0.057759,-0.081756,-0.046613,330.07
images/regolith_train_00730.jpg,2,0.139212,0.117368,-0.323728,358.27
images/regolith_train_00731.jpg,1,-0.267478,-0.221546,0.458559,462.33
images/regolith_train_00732.jpg,3,0.229096,0.02372,-0.711036,287.87
images/regolith_train_00733.jpg,0,0.012468,-0.203584,0.255493,606.38
images/regolith_train_00734.jpg,1,-0.425929,-0.075837,0.376512,530.35
images/regolith_train_00735.jpg,0,0.343824,-0.089658,-0.095449,653.6
images/regolith_train_00736.jpg,0,0.488031,0.069846,-0.322628,708.57
images/regolith_train_00737.jpg,1,-0.019906,0.064519,0.099209,523.41
images/regolith_train_00738.jpg,2,0.200531,0.434359,-0.616032,480.09
images/regolith_train_00739.jpg,1,-0.454204,0.300035,0.384338,497.41
